update_date,text,categories_list,num_categories,cluster
2022-02-08,composable modular code generation mlir structured retargetable tensor compiler construction despite investment software infrastructure machine learning system runtimes compiler compose properly design aiming providing unprecedented degree modularity composability genericity discus structured construction domain specific code generator tensor compiler stated goal improving productivity compiler engineer user leverage natural tensor algebra main driver design progressive lowering path mlir abstraction transformation span data structure control flow functional ssa imperative side effecting semantics implication infrastructure compiler construction preliminary result,['cs.PL'],1,4
2018-04-19,exponential polynomial convergence delayed wave equation displacement place primary improving asymptotic behavior multi dimensional delayed wave equation absence displacement instance delay assumed occur boundary invoking geometric blr domain exponential convergence solution equilibrium proved strategy adopted interpolation inequality combined resolvent turn internal delayed wave equation considered domain posse trapped ray hence blr geometric hold situation polynomial convergence result established finding improve earlier result ammari chentouf phung,['math.AP'],1,10
2019-01-29,multiband quasiparticle interference topological insulator cu bi te angle resolved photoemission experiment scanning tunneling spectroscopy result doped topological insulator bite quasi particle interference qpi measurement resolution conductance map local density state distinct energy window quasi particle scattering hamiltonian scattering channel identified surface state conduction band conduction band state observe space density modulation predominant fold symmetry rule isotropic impurity agreement considering modified scattering consistent mostly anti site defect scatterers,"['cond-mat.mes-hall', 'cond-mat.mtrl-sci', 'cond-mat.str-el']",3,7
2021-06-30,small flux superpotential compactifications class model describing compactifications admits specific flux vacuum exponentially small vacuum expectation superpotential generalizing iib flux compactifications clarify restricted choice flux component reduces flux superpotential promotes existence supersymmetric vacuum flat direction perturbative level technique mirror symmetry instanton correction detail vacuum solution,['hep-th'],1,2
2022-04-08,global polarization spin alignment measurement result global polarization hyperon spin alignment vector meson heavy ion collision reviewed especially energy dependence particle specie dependence result local polarization along beam direction lhc discussed measurement rhic outlook measurement direction understanding local vorticity field briefly discussed,['nucl-ex'],1,1
2018-08-03,erdos szekeres induced ramsey motivated erdos szekeres convex polytope initiate following induced ramsey hypergraphs integer geq minimum integer g k uniform hypergraph g k vertex vertex induces edge contains independent size main show g k,['math.CO'],1,9
2022-10-24,classical gravitational eikonal eikonal operator encoding effect classical radiation coherent state graviton compute classical proposal genuinely propagating graviton frequency mode added recover effect static gravitational field calculate radiated energy momentum change particle momentum impulse finding agreement literature calculate angular momentum gravitational field collision adapt reverse unitarity presence derivative operator describing angular momentum reproduce cite manohar dea resumming small velocity expansion variation particle angular momentum calculating separately field particle contribution allows check balance law explicitly eikonal encodes linear response formula bini damour deriving linear radiation reaction contribution transverse impulse,"['hep-th', 'gr-qc', 'hep-ph']",3,1
2023-06-27,detection stellar light quasar host galaxy redshift detection starlight host galaxy quasar reionization epoch elusive deep hst observation highest redshift quasar host detected required magnifying foreground lensing galaxy luminosity quasar hyper suprime cam subaru strategic program hsc ssp mitigate challenge detecting underlying previously undetected host galaxy report rest frame optical image spectroscopy hsc ssp quasar jwst nircam imaging subtracting light unresolved quasar host galaxy massive stellar mass time time odot respectively compact disk nirspec medium resolution spectroscopy show stellar absorption line massive quasar confirming detection host velocity broadened gas vicinity quasar enables measurement black hole mass time time odot respectively location black hole mass stellar mass plane consistent distribution redshift suggesting relation black hole host galaxy already place le billion year big bang,['astro-ph.GA'],1,6
2022-09-27,faith transformer verification gpus transformer verification draw increasing attention machine learning industry formally verifies robustness transformer adversarial attack exchanging word sentence synonym transformer verification still satisfactory centric computation standard neural network faith transformer verification gpus semantic aware computation transformation identify semantic information computation transformer verification exploit semantic information enable kernel fusion computation level verification specialized kernel crafter map transformer verification modern gpus crafter exploit gpu hardware support accelerate verification specialized operation usually memory intensive expert guided autotuning incorporate expert knowledge gpu backends facilitate search space exploration evaluation faith achieves time time time average speedup framework,"['cs.LG', 'cs.PF']",2,3
2022-04-06,covmis stance dataset stance detection twitter covid misinformation covid pandemic amount covid misinformation spreading social medium interested stance twitter user towards covid misinformation relative nature pandemic stance detection datasets constructed stance dataset consisting tweet annotated stance towards covid misinformation context limited labeled data tune model leveraging mnli dataset existing stance detection datasets rumoureval covidlies dataset result performs tuned sequentially mnli dataset combination undersampled rumoureval covidlies datasets code dataset,"['cs.CL', 'cs.IR']",2,3
2022-07-13,charting landscape anti sitter minkowski solution supergravities classify solution iia supergravities orientifolds maximally symmetric spacetime time manifold look solution previously unexplored class anti sitter solution intersecting minkowski solution intersecting among others code theorem anti sitter solution absence sitter le intersecting source set implying sitter supersymmetric,"['hep-th', 'gr-qc', 'hep-ph']",3,10
2018-07-16,thermodynamic analysis eddy simulation lox lox flame pressure rocket relevant condition gas effect thermodynamic ideality prominent feature flow field investigation indicate separation occur depending operating condition involved specie multicomponent flow past decade several group rocket combustion community addressed contribution employ fidelity thermodynamic comprising gas multicomponent separation effect liquid oxygen methane liquid oxygen hydrogen flame pressure thorough discussion multicomponent separation conducted validated data incorporated reacting flow cfd code thermodynamic effect presented dimensional counterflow diffusion flame gas separation effect quantified term property applied dimensional eddy reference test result compared data,['physics.flu-dyn'],1,7
2021-02-23,generalized gapped kmer filter robust frequency estimation generalized gapped mer filter closed coefficient nonnegative integer ell leq ell ell tuple ldots ell integer b geq ldots ell incidence matrix ell develop obius nu b help closed form complete mutually orthogonal eigenvectors top complete mutually orthogonal eigenvectors top corresponding nonzero eigenvalue reduced singular decomposition combinatorial interpretation nullity rank among consequence combine formula result linear algebra combinatorial identity elementary symmetric function nu b entry moore penrose pseudo inverse matrix gapped mer filter matrix,['cs.DM'],1,2
2022-06-28,orbital angular momentum geometric characteristic spin polarized component paraxial beam field explore subtle nature spin orbit interaction soi paraxial beam field mathematically characterizing orbital angular momentum oam flux density spin polarized field barnett flux determination formalism formalism considering special brewster reflected paraxial beam explore specific detail canonical vortex structure photon interpretation field phase spin field interpreted geometric phase devise direct measurement phase transferring spatial information polarization domain demonstrating classical analog von neumann measurement complete mathematical characterization soi relevance direct measurement geometric method exploring oam geometric characteristic optical system,['physics.optics'],1,7
2021-12-21,quantum gravity square bell operator bell inequality strong criterion classical quantum mechanical aspect reality violation net existence locality system advantage quantum mechanic classical physic quantum mechanical control heisenberg uncertainty hup generalized quantum gravity scenario generalized uncertainty gup effect gup square bell operator qubits qutrits achievement claim violation square bell inequality tool get understanding quantum feature gravity regard accuracy stern gerlach experiment implies bound value gup parameter,"['quant-ph', 'gr-qc', 'hep-ph']",3,5
2021-01-05,infinite layer nickelates hund metal exciting discovery superconductivity hole doped infinite layer nickelate delta delta nio draw strong attention correlated quantum material theoretical class unconventional superconducting material provides opportunity unveil physic correlated quantum material temperature doping dependence local spectrum charge spin orbital susceptibility principle initio lqsgw dmft onsite hund coupling orbitals give rise signature hund metallic orbitals picture nickelates orbital hund metal differs picture superconductors orbital hund metal picture cuprates doped charge transfer insulator finding unveils class hunds metal implication broad correlated orbital system away half filling,['cond-mat.str-el'],1,7
2019-07-01,symphony dimensional brain final scientific discussion organised journal physic life rviews simplicity revolution neuroscience discussion initiated unreasonable effectiveness small neural ensemble dimensional brain phys life doi plrev arxiv topic discussion varied necessity difference theoretical random distribution extremely random distribution revise common machine learning form curse dimensionality dimensional pitfall neuroscience rkov tozzi peter quian quiroga varona barrio kreiman fortuna van leeuwen quian quiroga kreinovich gorban makarov tyukin participated discussion analyse symphony opinion outcome simplicity revolution machine learning neuroscience,"['q-bio.NC', 'cs.AI']",2,0
2023-07-06,data load disturbance rejection data direct method still growing popularity almost decade method data collected identify controller parameter little knowledge work focus reference tracking whereas problem faced life disturbance rejection attenuation vastly majority work identify parameter linearly parametrized controller amount fixing pole controller transfer although identification controller pole prohibitive hinted paper little effort presenting data mind data identify zero pole linear controller aiming disturbance rejection step ahead predictor linear parameter another linear technique employed estimate controller parameter minimizes quadratic norm prediction error minimizes correlation prediction error external signal simulation effectiveness method estimate controller parameter restricted controller aiming disturbance rejection,"['eess.SY', 'cs.SY']",2,4
2020-11-30,weak law number realised covariation hilbert space generalises realised covariation hilbert space valued stochastic process frequency functional data estimator trace class valued integrated volatility arising mild solution hilbert space valued stochastic evolution equation sense prato zabczyk weak law number estimator convergence uniform compact probability respect hilbert schmidt norm addition condition volatility common stochastic volatility model hilbert space,"['math.PR', 'math.ST', 'stat.TH']",3,10
2018-04-26,theoretic property symmetric power complex manifold property symmetric power complex manifold theoretic property quasi compactness existence peak function preserved taking symmetric power symmetric product planar domain complete description carath eodory kobayashi hyperbolicity kobayashi completeness class domain presented,['math.CV'],1,2
2023-01-24,verification ensemble updating earth gan complexity geomodelling workflow limiting factor quantifying updating uncertainty drilling generative adversarial network gans parametrization generation geomodels combined ensemble randomized maximum likelihood enrml rapid updating subsurface uncertainty ensemble combined highly linear arising neural network modeling sequence might produce inaccurate biased posterior solution illustrates predictive enrml several example assimilate local extra deep electromagnetic log statistical verification mcmc confirms workflow produce result required geosteering well,['physics.geo-ph'],1,0
2022-07-26,consensus frequency voltage regulation fully inverter islanded microgrids distributed consensus control voltage frequency control fully inverter islanded microgrids mg includes active power sharing voltage control improve reactive power sharing accuracy generalizes existing secondary frequency voltage control method firstly frequency regulated distributed secondary frequency control secondly voltage regulated distributed average voltage control decentralized individual voltage control offer tunable trade voltage regulation active reactive power sharing accuracy therefore avoids abuse sacrificing reactive power sharing accuracy exact voltage regulation common existing method implemented distributed prior knowledge network load hence ensure scalability result show controller achieves compromise target mode operation,"['eess.SY', 'cs.SY']",2,4
2022-08-17,supmae supervised masked autoencoders vision learner self supervised masked autoencoders mae attracted unprecedented attention impressive learning pretext masked image modeling mim reconstructs missing local patch lacking global understanding image extends mae fully supervised adding supervised classification branch thereby enabling mae effectively learn global feature golden label supervised mae supmae exploit visible subset image patch classification unlike standard supervised training image patch experiment supmae training learns robust transferable feature specifically supmae achieves comparable mae compute evaluated imagenet vit supmae robustness imagenet variant transfer learning outperforms mae standard supervised training counterpart code made,"['cs.CV', 'cs.LG']",2,3
2022-07-06,seeking salient facial region database micro expression recognition database micro expression recognition cdmer aim develop micro expression recognition mer method strong domain adaptability recognize micro expression me subject captured imaging device scene development cdmer faced key problem severe distribution gap source target database bottleneck local subtle facial expression solve problem transfer sparse regression namely tgsr aim optimize measurement alleviate difference source target database highlight facial region enhance extracted feature operation selecting feature raw face region associated raw face salient facial region compared transfer sparse method tgsr select salient facial region alleviating aforementioned problem reducing computational public database casme smic tgsr result tgsr learns discriminative explicable region outperforms subspace learning domain adaptive method cdmer,"['cs.CV', 'cs.AI']",2,3
2022-06-08,resolution direct deep water breaking wave transition turbulence bubble droplet production abridged resolution dimensional direct simulation breaking wave solving navier stokes equation reynolds bond number energy bubble droplet statistic strong plunging breaker explore asymptotic regime reynolds bond number compared laboratory breaking wave energetically breaking wave transition laminar dimensional turbulent flow timescale depends turbulent reynolds limiting lambda sim consistent mixing transition observed canonical turbulent flow characterize capillary effect impacting jet ingested main cavity shape subsequent fragmentation confirm regime bubble size distribution separated hinze r h extend buoyant energetic scaling deike cavity shape separation hinze resolved bubble magnitude hinze observe collapse data compared laboratory breaking wave deane stokes resolve droplet statistic bond data agreement experiment erinin statistic velocity distribution droplet finding ejection velocity time speed wave produced intense splashing event breaking,['physics.flu-dyn'],1,7
2021-03-05,tangency among planar curve coloring shape tangency among red blue planar curve every pair curve intersects curve color intersect every pair curve intersect tangency could super linear linear still hold replace tangency pairwise disjoint connecting curve intersect face arrangement red blue curve latter following keller rok smorodinsky disc comput geom emph conflict free coloring emph string graph minimum color always color member emph grounded shape among shape intersected shape unique color showed log color always omega log color sometimes improve log,['math.CO'],1,2
2018-08-27,rankin selberg jacobi form integral weight half integral weight symplectic group analytic property rankin selberg dirichlet holomorphic jacobi cusp form integral weight half integral weight numerator dirichlet inner product fourier jacobi coefficient jacobi cusp form denominator summation dirichlet one koecher maass meromorphic continuation functional equation dirichlet identity petersson norm jacobi form respect linear isomorphism jacobi form integral weight half integral weight,['math.NT'],1,2
2019-08-07,strain tuning anisotropic spin correlation iron system nematic iron superconductors closely tied lattice distortion structural transition tetragonal orthorhombic symmetry external stress appropriate symmetry act conjugate field nematic utilized detwin nematic domain smear otherwise sharp nematic transition hand applying stress symmetry channel allows tune nematic transition experiment analyzed stress induced change nematic magnetic transition temperature observed trend understood term spin induced nematicity strain sensitivity fluctuation strong sensitivity antisymmetric strain consequence anisotropic nature magnetic excitation spectrum formalism presented naturally generalized strain sensitivity vestigial phase magnetic state observed iron system spin charge density wave spin vortex crystal,"['cond-mat.str-el', 'cond-mat.supr-con']",2,7
2020-09-30,kuramoto presence additional interaction break rotational symmetry kuramoto serf paradigm phenomenon spontaneous collective synchronization nontrivial generalization kuramoto interaction break explicitly rotational symmetry inertial frame laboratory frame kuramoto allow stationary independent kuramoto complex synchronization equiv psi independent implies psi independent latter fact corresponding psi rotates frequency rotation backdrop ask symmetry breaking suffice allow existence stationary laboratory frame compared original reveal rather rich diagram resulting existence stationary standing wave phase former synchronization independent latter oscillatory behavior nevertheless yield independent average result integration dynamical equation exact analysis dynamic invoking ott antonsen ansatz allows reduced evolution equation,"['nlin.AO', 'cond-mat.stat-mech']",2,10
2022-08-03,quantifying kinematic substructure star forming region statistical test spatial autocorrelation spatial kinematic substructure young star forming region quantified moran statistic presence young star cluster would indication formed initially substructured condition expected hierarchical star cluster formation cluster spatially smooth centrally concentrated absence hand would evidence star cluster monolithically moran statistic applied body simulation star cluster primordial spatial velocity structure evolution statistic reliably quantify spatial kinematic substructure evidence spatial kinematic region age lesssim myr reproduced hierarchical monolithic model star formation moran statistic conclusively say data consistent initial condition lack kinematic substructure monolithic region age potentially myrs therefore kinematic signature star cluster formation observable myr initial spatial erased,"['astro-ph.GA', 'astro-ph.SR']",2,6
2020-01-17,exact symmetry lambda deformed cfts lambda deformed algebra cfts level interpolating exact cft pcm employing gravitational technique loop expansion beta covariant remarkable exact symmetry involving coupling lambda level adjoint quadratic casimir symmetry cft technique compute zamolodchikov metric anomalous dimension bilinear zamolodchikov loop expansion exact function deformation extend result lambda deformed parafermionic algebra coset cfts interpolate exact coset cfts symmetric coset space,"['hep-th', 'math-ph', 'math.MP']",3,8
2020-03-17,nieh yan anomaly torsional landau level central charge anomalous thermal hall nieh yan anomaly anomalous breakdown chiral symmetry caused interaction torsion fermion anomaly torsional landau level torsional landau level gapless contribution chiral anomaly canceled except lowest torsional landau level hence dimension effectively reduced dimensional dimensional coefficient nieh yan anomaly free energy density dimension especially temperature thermal nieh yan anomaly proportional central charge anomalous thermal hall conductance weyl semimetals proportional central charge fingerprint thermal nieh yan anomaly,['cond-mat.mes-hall'],1,7
2019-10-14,autonomous shuttle mile connectivity autonomous shuttle target providing mile transportation involves operation crowded area level pedestrian traffic little lane marking traffic control aim create functional shuttle improved upon robust solution replace component initial implementation shuttle presented detailing overall architecture controller waypoint following obstacle detection avoidance lidar sign detection pedestrian communication evaluated improvement discussed,"['cs.RO', 'cs.SY', 'eess.SY']",3,4
2020-01-23,bcs bec crossover pairing fluctuation band superfluid superconductor matrix pairing fluctuation effect band fermionic shallow band bardeen cooper schrieffer bose einstein condensation bcs bec crossover regime coupled weakly interacting deep band diagrammatic matrix report thermodynamic quantity critical temperature chemical momentum distribution undergo crossover bcs bec regime tuning intraband coupling shallow band generalize definition tan contact band report contact pair exchange coupling result compared simpler nozi eres schmitt rink approximation confirm pronounced enhancement critical temperature multiband configuration pair exchange coupling,"['cond-mat.supr-con', 'cond-mat.quant-gas', 'cond-mat.str-el']",3,7
2021-02-02,semialgebraic section plane settle dimensional involving unknown semialgebraic function specified smoothness following mathcal semialgebraic bundle respect loc mathbb mathbb mathcal semialgebraic,"['math.CA', 'math.AG', 'math.CV', 'math.LO']",4,2
2018-01-25,limiting behavior color excitable medium arbitrary graph fix choose random initial coloring vertex drawn uniform product measure color cycle cellular automaton discrete step parallel every vertex color advance successor color mod contact neighbor successor color otherwise retains color greenberg hastings update rule applies color color automatically advance limiting behavior process mainly integer lattice monotone comparison defined universal covering space underlying characterize limiting behavior process arbitrary connected graph establish transition erd enyi random infinite tree connect rate color change cloud speed associated tree indexed walk estimate cloud speed generalizing result tree leaf,"['math.PR', 'math.CO', 'nlin.AO', 'nlin.CG']",4,9
2022-11-01,fast convergent federated learning cyclic aggregation federated learning aim optimizing shared global edge device transmitting private data central server theoretically yield centrally trained assuming availability edge device data central server mild practice requires massive amount iteration convergence especially presence statistical computational heterogeneity utilizes cyclic learning rate server side reduce training iteration increased additional computational cost server edge device result validate simply plugging cyclic aggregation existing algorithm effectively reduces training iteration improved,"['cs.LG', 'eess.SP']",2,3
2019-03-20,loss silicon core fibre platform broadband nonlinear photonics mid infrared broadband mid infrared light source highly desired ranging application span free space communication spectroscopy year silicon attracted great platform nonlinear optical wavelength conversion region owing loss linear nonlinear stability area made small core waveguide fabricated silicon insulator platform suffer absorption loss silica cladding limiting generate light design compact silicon core silica clad waveguide platform loss across entire silicon transparency window waveguide fabricated silicon core fibre tapered engineer mode property ensure nonlinear propagation core interaction mid infrared light cladding waveguide exhibit benefit fibre platform coupling efficiency power handling capability generation mid infrared supercontinuum spectrum brightness coherence spanning almost octave,['physics.optics'],1,7
2019-12-17,dynamical property hierarchical network van der pol oscillator oscillator network social biological system characterized presence range coupling strength complex organization yet robustness synchronization oscillation emerge macro scale eventually become key functioning system kind dynamic observed system circadian oscillator network van der pol oscillator connected hierarchical coupling isolated oscillator assume frequency simulation coupled go locked frequency every oscillator level hierarchy observed frequency level hierarchy change reaching asymptotic lowest uppermost level notably asymptotic frequency tuned frequency uncoupled van der pol oscillator result approximate analytic qualitative agreement,"['physics.soc-ph', 'cond-mat.dis-nn']",2,7
2020-08-25,colored factorization factorization positive integer part factorization color kind recursive explicit formula unordered ordered distinct distinct factorization exactly color,['math.CO'],1,2
2019-04-16,deep modulation embedding deep neural network promising application direction attracted industry attention although idea past main limitation class algorithm solved enabling parallel computing gpu hardware opening possibility hardware prototyping proven superiority class algorithm trigger several direction communication among cognitive radio modulation recognition learning receiver transceiver already interesting evaluation implemented software defined radio specifically modulation recognition mostly approached classification supervised learning addressed unsupervised introducing feature training loss investigating robustness pipeline several mismatch condition,"['eess.SP', 'cs.LG', 'stat.ML']",3,0
2018-11-14,nucleation instability super cooled glass forming liquid special computer simulation supercooled liquid glass played model representing class glass forming system glassformers kob andersen binary lennard jones mixture crystalizes quite lengthy molecular dynamic simulation fact poor glassformer size understanding crystallization stability glassformers far complete fact relatively small size short timescales considered far embedded atom model intensively year study bulk metallic glass cu zr cu zr al alloy glass forming exploring structural evolution continuous cooling isothermal annealing observe system nucleate sufficiently lengthy simulation cu zr al magnitude critical nucleation cu zr actually unstable crystallization size system crystallize formation tetrahedrally close packed laves phase type reveal system liquid glassy contains comparable amount polytetrahedral cluster argue nucleation instability simulated cu zr alloy fact composition close stable cu compound laves,"['cond-mat.mtrl-sci', 'cond-mat.dis-nn', 'physics.chem-ph']",3,7
2018-06-13,infinitely generated fuchsian group infinite genus surface compact orientable surface either infinite loch ness monster cantor tree blooming cantor tree explicitly infinitely generated fuchsian gamma psl mathbb quotient mathbb gamma hyperbolic surface homeomorphic,['math.DG'],1,2
2021-04-26,quantum double slit local element reality fully local treatment double slit formalism quantum field exposition predominantly pedagogical nature exemplifies fact entirely local description quantum double slit interference suffer supposed paradox usually wave particle duality wave particle duality indeed vanishes favour field picture particle regarded primary element reality represent excitation specific field configuration treatment applied phenomenon involving quantum interference bosonic fermionic field spatially temporally completeness full treatment qubit interference spirit,['quant-ph'],1,5
2022-11-09,kastler kalau walze twist j dirac lichnerowicz formula twist j dirac kastler kalau walze twist j dirac dimensional dimensional almost product riemannian spin manifold boundary,['math.DG'],1,2
2019-04-23,comment relativistic doppler frequency relativistic doppler frequency shift red shift exists source approaching observer ann phys berlin doi andp wang erroneous equation ended faulty conclusion corrected comment,"['physics.class-ph', 'gr-qc']",2,10
2022-11-16,traveling wave mass regularized landau pekar equation regularized landau pekar equation positive speed sound existence subsonic traveling wave definition mass regularized landau pekar equation energy velocity expansion subsonic traveling wave definition mass agrees definition energy momentum expansion energy state,"['math-ph', 'math.AP', 'math.MP']",3,10
2022-09-13,causal intervention fairness multi behavior recommender system usually learn user interest user behavior click post click behavior favorite behavior inevitably exhibit popularity bias unfairness issue item similar popular one get exposure worse popular item popularity might receive exposure existing mitigating popularity bias blindly eliminates bias usually ignores item argue relationship user behavior conversion rate actually reflect item therefore handle unfairness issue mitigate popularity bias considering user behavior examine causal relationship behind interaction generation procedure multi behavior specifically item popularity confounder exposed item user post click interaction unfairness hidden confounders reputation item producer affect item popularity resulting unfairness alleviate confounding issue causal estimate causal leverage backdoor adjustment block backdoor path caused confounders inference stage remove negative popularity experiment datasets validate effectiveness enhances fairness sacrificing accuracy,"['cs.IR', 'cs.AI']",2,4
2019-07-11,gamma convergence ginzburg landau functionals gamma convergence ginzburg landau functionals limit diffusive interface epsilon limit infinite node infinity graph limit epsilon cut recovered continuum limit regular graph total variation seminorm limit discretized ginzburg landau functional functionals simultaneous limit epsilon infinity expressing epsilon power taking infinity continuum limit nonlocal mean functional completely connected,['math.AP'],1,9
2020-12-03,learning characterize matching expert matching heart data integration aimed identifying correspondence among data element matching problem traditionally solved semi automatic manner correspondence generated matching algorithm outcome subsequently validated human expert human loop data integration challenged big data study analyzed obstacle human matching validation characterize human matching expert human whose correspondence mostly trusted characterizing matching expert accompanied feature identify valuable human expert usefulness empirical evaluation improve matching result filtering inexpert matcher,"['cs.DB', 'cs.HC', 'cs.LG']",3,4
2021-06-02,bootstrapping mixed correlators mathcal super yang mill bootstrap mixed correlator containing half bps operator dimension mathcal super yang mill setup improves work literature considered correlators bound twist symmetry imposing gap twist operator rather dimension tension supergravity prediction result already sim solution discussed extremal spectrum suggests addition double trace operator exists tower state smaller dimension bound dimension operator accessible correlator setup bound ope coefficient operator result ope coefficient lightest scalar singlet evidence dimensional conformal manifold,['hep-th'],1,2
2021-09-14,decremental pair shortest path deterministic near linear decremental pair shortest path apsp undirected edge weighted graph input vertex edge negative edge length undergoes sequence edge deletion goal support approximate shortest path query pair vertex return path connecting whose length factor alpha length shortest path tilde alpha approximation factor algorithm apsp basic extensively dynamic problem line culminated algorithm chechik focs near guarantee oblivious adversary unfortunately adaptive adversary still poorly understood unweighted graph algorithm henzinger krinninger nanongkai focs sicomp achieves epsilon approximation total update tilde epsilon total update epsilon achieved deterministic algorithm chuzhoy saranurak soda epsilon multiplicative log epsilon additive approximation knowledge arbitrary negative edge weight fastest adaptive update algorithm total update log epsilon achieving epsilon approximation ratio longest shortest edge length main deterministic algorithm decremental apsp undirected edge weighted graph omega log log leq epsilon achieves approximation factor log epsilon total update epsilon cdot log epsilon cdot log,['cs.DS'],1,9
2022-05-12,tdt teaching detector track fully annotated video stage tracker joint predict detection appearance embeddings forward pas received much attention achieved result multi object tracking mot benchmark success depends availability video fully annotated tracking data expensive hard limit generalization comparison stage performs detection embedding separately slower easier train data easier annotate combine world data distillation specifically teacher embedder trained datasets generate pseudo appearance embedding label detection datasets augmented dataset train detector regressing pseudo embeddings fully convolutional fashion stage match stage counterpart time faster teacher embedder seen tracking data training tracker achieves competitive popular tracker jde trained fully labeled tracking data,['cs.CV'],1,3
2021-01-06,blue straggler population cluster trumpler trumpler ngc gaia population blue straggler star bs cluster trumpler trumpler ngc candidate selected according position color magnitude diagram motion component parallax looked yellow straggler evolved blue straggler trumpler host bs population allowed radial distribution probe cluster dynamical status bs distribution compared red giant branch star rgb mass segregation result indicate blue straggler star centrally concentrated rgb star cluster radial distribution bs trumpler flat additionally multi epoch radial velocity survey conducted resolution spectrograph flame giraffe vlt measured radial velocity sample straggler sake comparison mean radial velocity velocity dispersion cluster radial velocity variation epoch roughly classified star close period binary,"['astro-ph.SR', 'astro-ph.GA']",2,6
2022-12-02,function elliptic curve modulo integer schoof devised algorithm compute zeta function elliptic curve field computing numerator rational function modulo sufficiently prime see cite schoof elliptic curve nonconstant invariant defined field characteristic geq know polynomial mathbb see cite katz inspired schoof reduction modulo integer main result firstly trivial rational torsion integer coprime extend formula bmod hall see cite hall quadratic twist e f time smallsetminus time secondly torsion subgroup formula quotient modulo function quadratic twist thirdly result compute global root number infinite quadratic twist elliptic curve case exact analytic rank twist favourable situation main allows compute much e f bmod algorithm baig hall see cite baig hall formula compute degree function,['math.NT'],1,2
2019-05-29,bias variance machine learning physicist machine learning exciting dynamic area modern core concept tool machine learning manner easily understood intuitive physicist begin covering concept modern statistic bias variance tradeoff overfitting regularization generalization gradient descent moving advanced topic supervised unsupervised learning topic covered ensemble model deep learning neural network clustering data visualization energy model maxent model restricted boltzmann machine variational method throughout emphasize natural connection statistical physic notable python jupyter notebook modern statistical package reader physic inspired datasets ising monte carlo simulation supersymmetric decay proton proton collision conclude extended outlook discussing us machine learning furthering understanding physical problem physicist contribute notebook,"['physics.comp-ph', 'cond-mat.stat-mech', 'cs.LG', 'stat.ML']",4,0
2021-06-03,data socio linguistic epistemic object analysis rhetorical move data abstract data emerging academic genre focus description data object lack empirical knowledge rising genre quantitative science study particularly perspective linguistic feature fill gap aim offer quantitative examination rhetorical move rhetorical unit coherent narrative data abstract move classification scheme rhetorical move data abstract expanding received focus english language abstract expanded scheme classify rhetorical move flagship data journal scientific data data data paper exhibit combination imrad data oriented move usage difference journal largely explained journal policy concerning abstract offer examination data data oriented knowledge composed greatly contributes deeper understanding data data publication scholarly communication,['cs.DL'],1,3
2022-08-31,fractional sturm liouville eigenvalue problem continue self adjoint fractional sturm liouville boundary formed composition caputo riemann liouville fractional integral dirichlet boundary condition existence asymptotic behavior eigenvalue value fractional differentiation alpha alpha eigenvalue alpha near none alpha becomes infinite approach standard dirichlet sturm liouville composition operator becoming differentiation,['math.CA'],1,2
2021-11-18,lagrange alembert viewpoint ode lagrange alembert pure mathematical meet modern standard rigor several aspect lagrange alembert mainly methodological substance addressed specialist ode expert theoretical mechanic graduate student specialize dynamical system,"['math.HO', 'math-ph', 'math.MP']",3,4
2022-05-05,testing along path least angle regression testing least angle regression lars algorithm dimension assumption gaussian noise lars produce piecewise affine path change point referred knot lars path key result expression closed exact joint law tuple knot conditional variable selected lars namely post joint law lars knot experiment perfect finding make main contribution build testing procedure variable entering along lars path design noise level unknown testing procedure referred generalized spacing test gtst exact asymptotic level error exactly controlled extends taylor spacing test work consecutive knot variance exact false negative test design noise level unknown testing procedure exact asymptotic level design unknown noise level exact control false discovery rate orthogonal design assumption monte carlo simulation data result independent equivalent formulation lars algorithm recursive,"['math.ST', 'cs.IT', 'math.IT', 'stat.ME', 'stat.ML', 'stat.TH']",6,4
2021-12-09,gravity higgs portal dark matter decay dark matter decay gravity portal contribute minor decay width nonminimal coupling higgs field gravity lead additional gravity higgs portal gravitational dark matter decay contribute additional decay width scalar dark matter candidate mass le tev decay branching ratio almost independent dark matter decay gravity portal gravity higgs portal therefore almost impossible gravity portal gravity higgs portal observing decay product fermionic singlet dark matter candidate product diverse product monotonous neutrino higgs boson dark matter candidate gravity higgs portal prefer dominate decay several hundred gev besides tev dark matter candidate still vast space alive,['hep-ph'],1,1
2022-12-27,action entropy pair creation rate charged black hole sitter space compute clarify interpretation shell euclidean action reissner nordstr black hole sitter space shell action minus black hole cosmological horizon entropy arbitrary mass charge dimension unifying expression help clear confusion euclidean action extremal ultracold black hole sitter understood special case expression estimate probability pair creation black hole arbitrary mass charge empty sitter background employing formalism constrained instantons comment decay charged sitter black hole expected governed gradient flow entropy consequence regime light superradiant rapid charge emission excluded decay tunneling formalism,"['hep-th', 'gr-qc']",2,1
